Date,AAPL,ABBV,ABNB,ABT,ACN,ADBE,AEP,AMAT,AMD,AMGN,AMT,AMZN,APD,AVGO,AXP,BA,BAC,BKNG,BLK,BRK-B,BSX,C,CAT,CCI,CCL,CI,CL,CMCSA,CME,COP,COST,CRM,CSCO,CVS,CVX,D,DE,DHR,DIS,DLR,DUK,EA,ECL,ELV,EMR,EOG,EQIX,ETN,EXC,F,FCX,FDX,GE,GILD,GIS,GM,GOOGL,GS,HAL,HD,HON,IBM,ICE,INTC,ISRG,JNJ,JPM,KLAC,KO,LIN,LLY,LMT,LOW,LRCX,MA,MCD,MCHP,MDLZ,META,MLM,MMM,MO,MPC,MRK,MS,MSFT,MU,NEE,NEM,NFLX,NKE,NOC,NOW,NUE,NVDA,O,ORCL,OXY,PEP,PFE,PG,PH,PLD,PM,PSX,QCOM,RCL,REGN,ROK,RTX,SBUX,SCHW,SHW,SLB,SO,SPG,SPGI,SYK,T,TJX,TMO,TMUS,TSLA,TTWO,TXN,UNH,UPS,V,VLO,VMC,VRTX,VZ,WELL,WFC,WMT,XEL,XOM,ZTS
2018-06-21,102847600,7225000,,4065600,2034200,2639700,3129600,13209300,95638400,2206400,1940800,98822000,1542100,18186000,3350700,4048300,68322600,7882500,571000,4977900,4500800,16545800,5914900,1153800,2829400,1976600,3646000,37479015,1408000,7439700,1825800,3912800,20924400,6157500,7290800,3989900,2784400,3168778,7707800,664500,4198700,1536000,1134100,804300,3272800,3003600,999700,4231700,9666790,33316700,12194700,3665100,14750782,6548400,3882200,13913300,44966000,3094600,9286800,4695100,3543053,4066534,1613200,44435600,1697100,4417200,11048700,1142200,10465200,2217100,2856400,1517500,4388100,32827000,2678200,4655800,2933200,8834600,19045700,309000,2894798,6183900,4776300,9336527,11018400,23198200,70419900,7038000,5091600,183899000,5537900,1650800,6499500,2318600,359516000,1692170,32635100,4997400,6550700,16893090,8691200,1758800,2698800,6049600,2481200,6605400,2657200,1014100,1034300,7310353,30723000,4311000,1761900,6371400,4932800,1210900,916400,1471500,68087230,6338600,1212700,3008400,119506500,1165000,3480100,2150300,2721900,8689800,4528700,956600,835400,14854600,1576700,21191600,24276000,2443700,10990700,2462300
2018-06-22,108801600,9454800,,4389700,3623900,4124500,3148800,13200500,59257100,11153100,2543700,81502000,1258700,52412000,7235400,3192000,76079200,9230000,514300,5268000,8499400,16059900,5114700,2537800,5053800,1867400,4871600,112581411,1967000,10945200,1738600,7466000,27460000,8784200,8535200,3356200,2315000,3180509,8959100,2017700,3184200,3053000,2700900,1081000,4015000,3173100,1106300,2342400,6264136,36703500,19348900,2635600,14178026,6118900,5853700,9336700,34220000,2731800,14098300,6785800,3197006,5869420,1913800,34682100,1710000,9501400,19478900,2896000,14924400,1341000,3769500,1364200,5477300,29503000,2993600,8703600,5691200,8878400,17420200,498700,2738960,7354700,11180200,12885998,12896400,38923100,63497500,8840800,5713600,104286000,9404900,900800,11773000,2483400,434160000,2806214,29735100,5305100,5709400,27018447,11446400,2775600,7940400,7007300,2965800,8074100,2468600,714900,902500,6050912,24429600,6752000,1559400,10995000,6345600,1833800,1100600,1596300,82958662,7841800,2327800,3424400,153991500,3053400,3822600,2604000,3536300,6031900,5030800,1122100,2203500,31911000,2000200,24015000,32439000,5380900,16012200,9403200
2018-06-25,126652400,5573100,,6012600,3134500,4575400,3942100,14442800,94418400,2678200,2174200,150224000,1175100,29705000,7996700,5006200,73616400,11342500,666000,6062400,4098100,21426600,6078200,2173200,16790000,1813900,4432500,35278541,1327000,5274300,2398600,6969800,28626700,6735000,5801900,3538700,3705200,3221794,7995800,1124500,4768200,2574200,1128500,1204700,4148900,1946300,1060300,3283900,9689502,36101900,14838900,3605700,16029380,6019500,6909700,10614800,57682000,3817700,9564600,5127200,3957402,9348207,1830100,45356500,2653500,8170500,16907600,2198900,12092400,1434500,3414100,1944800,4219200,36180000,4780600,6126800,6389200,8599100,25275100,492700,3495310,6492500,7899400,11057238,14684200,35433300,72196300,7033200,4024800,224909000,9064100,1240800,9617000,3126900,665816000,3152141,24640500,3780300,5183000,20424517,11300500,1607500,3159500,4272200,1799800,8635900,3431700,574400,1415100,10027067,15578600,6193400,2217900,7608700,6812100,2346600,1258400,1223500,64377382,5661200,1534600,4397300,103969500,2475600,5331200,3060800,4044300,10086200,4559500,827100,1491800,19301900,1716500,21069600,47818500,3675200,10557200,3069500
2018-06-26,98276800,5117100,,4303800,2164000,2998300,3363000,14748300,54213500,2070600,3052500,87732000,829400,24233000,5166100,3112400,56369300,8937500,740200,4324600,5636300,22613700,4285300,3673100,6526300,1506000,3900900,33579877,1646300,4956700,2276700,7043100,22171200,6579700,4592800,3700600,1832500,2636023,6550000,1169100,4402500,2691200,1178100,1125700,3007300,2472600,1497000,2615100,15287408,36627700,16300000,1954200,44618882,6538300,7207700,12818900,34688000,2692900,8455100,3270600,3521799,4329917,1954100,37543000,1857600,5496400,17086800,1492600,13974700,1026100,2840600,1670800,4443400,35058000,4271200,3375100,3536400,4978200,17897600,586200,2559679,7626300,4478800,12571913,12097800,26897200,42277100,7905200,3771100,151912000,7072600,1127100,7531500,1845000,478884000,3304361,20717500,3925600,5034100,25435023,9558500,1060800,3397400,6640600,1878400,8934700,1514600,655000,1208900,8867573,12930600,5021400,1832100,5618500,5917300,2723100,836300,1213600,59108126,5374800,951900,3546400,111787500,2101100,4001900,2158000,2332300,7733900,3422200,1401000,1813900,13597000,2174400,14409100,30378600,3951300,10382800,3358900
2018-06-27,101141200,5833000,,6665200,3191900,3499500,4191600,14900200,56014300,2354800,2147700,97444000,889300,24720000,3693700,4578900,61764400,11240000,558200,4451600,5918800,20917500,5665000,1775600,5691400,1823500,4228800,30774841,1406900,7625000,2211700,6851600,20794800,6376400,6339500,2873700,2433700,3096924,8803300,852800,3978400,2541800,1825300,1094600,2782800,4708800,730700,3630600,6158425,27242000,24679200,2596500,28252972,5818600,11075500,9542900,34538000,3104200,8636400,3771700,3444087,4290483,2760200,33338800,1881000,5666000,16276800,1469000,15332600,1399300,3005400,1523900,3296500,26858000,3233000,4962100,5619600,6409200,18734400,560500,3456081,7188700,5758900,10948770,11635900,31298400,53007500,8846000,2770500,165414000,7624700,1053400,9713500,1748500,453892000,2506212,26360100,5131800,6229200,29396165,7873300,1360700,3420900,6918700,1831700,11832400,2171200,1500900,1258800,8265501,14576900,6768800,1968900,6856500,3929900,1546200,887700,1589100,61469348,5050200,1177700,2475600,125005500,1603900,4364600,2481000,2940800,7282100,3412400,1219800,2075400,14144300,1751500,19520900,30899100,3234700,12725900,2288100
2018-06-28,69460800,6698900,,4237200,5801100,2217200,2174800,13760400,48716800,2286300,2110300,90594000,1180100,33238000,3142300,3348000,71292100,8930000,636700,4218500,5674100,19860100,4215900,2087400,5905800,4021700,2891900,26887760,1100000,3958100,1826700,6333700,22197700,26157400,3814800,3679500,1619900,2271566,6303600,877400,2659400,2708200,1057200,1602500,1978000,2679500,445300,5594900,10861154,43836400,17572300,4067900,13444307,7977100,7967500,10173900,29726000,3072600,7432400,2994000,3163575,4731790,1974000,29055700,1469700,5296800,14491300,1564200,12668900,1349500,2564600,1424300,3945100,33546000,2621100,4136500,5163400,5503500,18172400,720700,2366525,6534100,4546300,10691591,14183300,26650700,36878900,7838400,4037100,122199000,9118500,879900,7446000,1894200,338012000,2997754,20918400,3507100,4297400,16506167,5714400,1202600,3045800,6613100,1723200,11723600,1877200,948300,1333500,5215893,33210100,7194100,2249700,5827800,5500400,1091000,582500,1430300,55928276,5973000,1116300,4024500,125970000,2195000,4198800,3556900,6173000,6576500,2668200,1266400,1368400,21605500,3803700,13837300,25401000,3003500,9390700,2199500
2018-06-29,90950800,6787900,,5807300,3370000,3774700,2941900,15112200,41527800,2606200,1995800,90870000,998800,42794000,4698500,3108500,102307600,8710000,701800,5185700,8657000,24193900,4107900,2588400,4986100,1905900,4223700,40499692,1686700,7132000,2164600,5229500,20522900,10754700,5669700,3106700,1906200,2653056,6774000,1722000,3385000,2371200,1405200,1184700,4025700,3020200,547700,3533800,12582950,44718500,19795500,2262700,15015178,6215700,6546600,14054900,31562000,3393700,8623800,4106600,3131250,3880765,3021200,28906500,1919400,7308700,18972400,1727600,11485600,1391000,2964000,1267800,4212900,32016000,3006900,4024500,6352000,8391000,15811600,405000,3195234,6602900,5576800,14956951,13592200,28053200,32582200,6784400,4935900,92525000,31314100,688700,5265500,1763800,392300000,2496305,22144900,3849700,4721400,20974705,7679900,797300,4552600,4689000,1928000,11274000,2436000,1205600,1262900,6055520,17413000,6827600,2359500,5350900,4017100,2191700,1010300,1037800,55645999,5812000,1591000,2433800,97386000,1633500,5343300,2772600,3409300,7259000,3483600,1104900,6716400,18023100,2995400,43888500,24766800,3038200,17323200,3618500
2018-07-02,70925200,3854500,,4365200,2279400,4127400,2211700,11042900,43398800,2069800,1559500,63714000,1110100,33369000,3148700,2820700,52534300,7360000,564000,3521000,4860900,12699100,3172600,2178600,5315100,1396900,3057200,18315055,917800,4952800,1876100,6399200,21810900,7449400,5073500,2628700,1867400,2435126,5488900,1356300,2570000,1872100,950300,698000,2514800,2310800,562200,2660100,6115945,37892800,14426400,1587500,13098533,4086700,7075600,8608100,23216000,1723200,7527400,3822800,2494617,3562048,2067700,23755500,1852800,5481400,11130000,1365900,9232500,1291900,2347000,977900,6036300,21153000,3018300,3024000,3264400,4713700,13961600,433400,2171338,6454500,5351000,9546337,8655100,19564500,38934200,6444400,2813100,81425000,11867000,636700,8400500,1505300,357572000,3329232,20655500,3091300,4711900,14556372,6092800,778800,3457100,3956700,2516500,7299900,2806300,871600,1145100,6706692,9870900,6474800,1366800,9404700,4198900,1131100,1954800,1078600,50002449,5682800,942500,2217800,281397000,1155300,3392500,1793300,2252300,7554400,3748500,1111900,2283600,13141200,2630600,21204900,24375300,2826200,9998300,1759000
2018-07-03,55819200,2452400,,2245200,1919100,1307700,2132100,7538500,32094000,1348000,1669600,43546000,346800,11591000,2041200,1464400,40599000,5220000,307500,2031200,4173000,12346000,1837400,2165200,4037400,941500,2298400,13509074,512000,5338400,842100,3164700,13474700,3242900,3919600,2246600,1580700,1403232,2406300,941900,2568600,1168800,441700,569100,1839500,1382800,333500,1378100,4289559,16544800,8460000,922000,6721507,3147700,3167600,4975800,16448000,1204400,4651900,1608400,1380535,2053507,1148900,16327900,1149300,4248100,8311700,803800,8214300,640000,2163500,651000,2193100,20484000,1567400,1437700,2120000,2751100,13489500,210000,1469764,5003000,6832100,5106590,5037800,14670300,52190200,5366400,3885700,52803000,5794900,336000,3785500,1100200,222732000,1246656,16783300,2978900,3769100,9608159,5897200,762900,1744400,3225200,1248900,3618900,1326800,540600,2444400,3918474,7517500,2490100,1140300,5207700,2346200,648800,416200,436900,44857650,2616600,490100,3121600,184239000,834100,2201500,1248000,1145700,3621600,2078100,789900,1059900,8441100,1328800,12830400,13188600,1811300,7197300,1283500
2018-07-05,66416800,4744000,,4065200,2427900,1863400,4157000,8950700,40703300,1801000,1512400,59662000,1140600,25299000,2385500,2427900,44506800,6205000,513900,3310200,6763300,12359000,3366300,2311300,4248800,1234200,3670200,12089430,1334500,5719800,1436700,5576700,18118700,6678800,5926900,3496700,3014900,2800824,6202800,1501000,3964600,1266600,778400,703300,2559100,2483900,795900,1565200,5807925,32008500,17618100,1623600,11172227,5755400,6755300,8351400,28594000,2218200,5408200,3040600,2191853,3916956,1475900,26163500,2150100,7319100,10723400,1031500,11653000,1547900,2675500,986300,3182400,23862000,3101900,2248300,3441600,7419100,19684200,471700,2415083,6716300,8436100,9517098,10577300,18977400,51136400,9321200,3650300,84489000,6534500,677800,6203000,1876900,306216000,2122308,21916200,3670100,4870400,20391106,7956100,852300,2207000,4165900,2070800,11728300,1397800,954300,1558600,5456944,9630500,8985400,1324200,6492800,4763200,1172100,605500,750900,46895286,5192000,1184000,3348200,262146000,1614000,4097700,2182900,2866800,4729300,3400600,559900,1178600,11279600,1984300,16788600,16102500,2574300,9035700,2474600
2018-07-06,69940800,5867400,,3647900,1840400,1889700,2315100,11467600,65101700,2751600,1376600,53006000,718800,23112000,1996600,2105100,39424900,6320000,556300,2818800,4170600,13174900,3179600,1795800,4357600,783900,3310800,12314567,1574300,4429600,1523200,5045800,20258300,7108200,4020000,2583600,2059600,2147261,4134500,991000,2963000,1628500,664900,803000,2298700,1443700,524500,1737000,5031498,25646700,15283900,1584900,12524399,8859800,4302600,7897100,21820000,1846400,5642000,2552400,2092666,2980054,1648100,19968000,1802100,7297900,12173700,676300,8733900,1642500,2290500,1103500,3818600,23543000,2050300,3298800,3344000,8891300,19740100,238400,1942902,8720100,4055100,8543191,7269300,19234600,31841000,6277600,4052500,86296000,5916200,689600,3907500,1031800,296352000,2148727,20764300,2801100,4387300,18955452,7244000,757500,2129600,4719600,1561300,8806200,1633400,1002500,1236300,3665346,10712000,6753300,1236900,4303400,3550300,1134000,588200,855000,54541518,5006000,818800,2928200,132982500,1378000,3419700,1572300,2022400,4839800,2461300,735600,1518900,10203800,2047500,12389100,16841100,2193800,7637100,2073600
2018-07-09,79026400,5953100,,3654900,1651600,2170700,4302600,9727700,58525500,3065500,2334400,60240000,744100,17955000,4991700,3128700,61758900,7132500,748400,3504700,3770700,15148500,5562300,2164600,4122700,1151500,4102300,14580448,1651900,5271400,1738300,5183100,23210000,8026500,4602200,3252300,2149800,3616030,4725200,1428500,4505700,2041900,621500,1607200,2234600,1671900,422700,1565400,8344424,23916800,16786000,1733900,13993109,8546500,3777200,8149000,21584000,2743900,6632300,2575100,2210672,4084316,1900100,21361600,2254200,6706100,13900800,769800,7373100,1293700,2718300,1244400,2646000,20559000,2377300,2477300,2926400,3967600,18149400,391800,2352652,7837900,5463300,8724600,9412500,18212000,32579700,9356000,4166500,111275000,4871400,864300,7467500,1257300,303880000,1548000,25125700,3001600,7866400,22329412,9095900,950900,2263100,4366200,1608800,4577100,2270200,881400,1646900,5400534,12811700,6146200,1350300,5230900,4564200,1484100,767000,556400,57539848,4201000,1237700,2788700,113952000,1229800,3658000,2039600,2103600,8960700,2726500,865900,1334700,10491200,1876800,16684000,19726200,4289700,7158600,1836800
2018-07-10,63756400,5119900,,3963600,2071000,2012400,3829500,8802000,37093000,2757000,3775300,60058000,718500,16413000,4675500,3278300,58858400,7127500,484800,2685500,6807000,17057700,3761700,3474900,6025500,968200,2613800,13191641,1399700,5246400,1687800,3643700,20224600,6329800,5092100,3590200,1531900,1986972,4213600,915700,3763200,1716000,519000,1262700,2671800,1996200,470700,2027400,7445461,21231500,15083800,1195700,12585475,8380800,6012200,10140100,21334000,2524800,8631800,2842400,1909901,3950742,1821900,17362900,2694600,5075600,14575900,1086500,10606100,2150100,2227200,1525500,4547800,19771000,2265100,2187500,3115000,4697600,13190100,388700,2019685,9760400,3965500,11266524,9238800,19293100,34852800,7404400,4242800,93829000,6281800,801100,6107000,1449700,360016000,1869365,27422000,4601500,16107200,20253875,12773500,1053900,2775100,3604100,1867900,6848900,1441000,921300,1428500,5083052,9038000,5354300,1502400,6343100,8859400,1566800,802400,656500,51435414,9527800,1452300,1502200,142072500,1236900,4512800,2012200,1503900,6561900,2648300,1194600,1600000,9614600,1723300,15581400,18145200,2816400,8806200,2894800
2018-07-11,75326000,6230000,,3414100,1307100,1730600,2815400,13333000,42544100,2431400,1250400,64196000,696300,35761000,3469600,3056900,50218900,8317500,468600,3343100,4038300,13262800,5231700,1771100,5568900,1474900,2345800,35892920,1407600,5636400,1472800,6168000,17721600,5926800,6631800,3603000,2396600,2068752,11753800,880900,3921000,2057200,523200,922300,3253900,1963800,381200,2856000,7808579,30030100,26590600,1394600,9862643,6138800,4057300,8840000,33252000,2527000,8082400,3309300,2576313,3688824,1339800,18665600,2645100,4827400,10186500,1120100,7715600,1518200,2449500,896200,3796900,34509000,2827900,3203800,4490800,4315400,12927400,614700,2216308,7697600,4441200,6055344,6089500,19644600,38699200,5583200,4640300,97139000,3656600,720900,6855000,2719100,367508000,1040978,22802600,5109400,5521400,17795314,7851600,986100,2372600,6191700,1433500,8702000,1525400,595800,868600,5806047,9542400,6404600,1579200,7497400,5138500,968100,677500,634800,51941182,5032000,1236500,2473600,73261500,1671000,5000200,1486000,1765000,10648700,3512600,1691800,1618400,14348100,1132500,15641400,16787700,2138700,10405300,2960500
2018-07-12,72164400,4672000,,3736500,1717000,2761600,4186400,9735400,44188100,2251900,1504600,90654000,732000,435083000,3688800,2030700,51700700,8927500,574500,3040600,4704200,13345200,4250800,2011200,3451500,2201700,2501300,23873165,1236300,6386700,2222000,4681000,17999500,14054100,3745200,4705000,1681700,2658019,5931400,1020700,3655400,1903400,543400,1451700,2226000,1971200,339400,1875900,8511963,27025200,20100400,1333200,8309863,8955900,4524800,8250300,44148000,2223100,6793100,2709200,3447962,3262997,1588500,20292700,4358100,6199000,12456800,1363400,6331600,1913100,2604500,1283300,2995100,26871000,3970800,2360800,4392200,5232700,15454700,335900,2073266,5279800,3951200,8424453,7774700,24335900,29647700,7370000,2671400,127433000,4879200,1216400,11061500,1854200,345508000,1287626,24857900,4694100,5500100,16974881,8556800,767800,2168100,5308600,1249300,8426400,1694700,698100,990400,7329739,9339200,5749800,1948500,6217000,6483300,845400,807600,620200,58851800,8791800,883500,3631300,85818000,1300000,5818700,1592700,1920100,11816100,2992200,1361500,1181100,10583900,879100,18236100,14665800,3523200,9762200,3629000
2018-07-13,50055600,3712400,,5326800,1420300,3934100,2432200,6349000,40614100,2232000,953700,87664000,573100,161678000,3456500,2272300,75178000,6782500,786500,2693700,4994400,34054000,2838700,1105800,3241000,700400,2684800,26853509,1021100,6313300,1951200,3941800,50831300,5592100,3352800,2574800,5103500,2373538,8188800,802000,3366200,2108600,670900,1016000,1552600,1820000,281700,1431900,6689363,36561500,26062200,983400,10121259,4031200,2922300,5144500,32612000,2541500,4607300,2308100,2842213,3203480,1242600,13749300,3223200,8250200,21289100,606900,5585900,1501800,3335000,1662500,5197600,21323000,2590800,5186500,2968000,4422900,11486800,275900,1943978,5428200,4884600,7705106,9747600,24635200,28799000,6308800,2089100,157190000,2963100,1417500,9482500,1272200,246988000,939017,25771400,4723700,4417100,15227243,6021300,1495600,1942100,7517900,1563300,5266100,1548500,546200,680100,7378045,21718400,4966000,1618800,4607000,3508100,987400,734200,536700,70635135,4376000,863800,3079300,88047000,946800,2715800,2356200,1997900,7865700,2500000,916700,1457300,11175100,1172400,34323400,19165800,2175900,8720000,1948300
2018-07-16,60172400,3783500,,5764400,1522800,2165100,2367000,7228500,65275300,1824800,1644500,109324000,674600,102277000,3264800,2889000,129172000,10280000,1212800,2626700,7234800,26659900,3723100,1178100,2864300,1451600,2409100,24474419,721000,6216200,2078200,3592100,24468000,4594100,4317800,2744900,3726400,2203999,8245900,608800,4171500,1917700,690000,1027800,2727500,3210200,371400,1975700,7603326,46156800,15983200,1935900,8943299,3093500,3954200,7466400,26784000,3271200,5280800,2530500,1968572,3628365,1185900,15951500,2396100,7314400,24662600,903900,5831400,1399500,3175200,1303400,2502200,18735000,2955000,2818200,2161000,6823900,11078200,380900,1755728,7032200,3077100,4729938,8724000,21786900,25735200,5545600,3121300,229600000,4755100,607600,6547000,1359400,197036000,1522200,22949600,3661700,5413600,17888699,6931200,1229900,3073500,6821400,1795100,5907100,1309300,596400,1192000,6454359,16974900,6211200,1567800,4544100,3172200,870200,425000,792300,43981029,3691000,1135900,1695100,117280500,1060100,3013700,3625400,4288800,4969900,2548400,1607600,1961500,9633400,1465000,25538700,13341600,2579800,8306900,2473300
2018-07-17,62138000,5107500,,7946200,2315300,2552000,2411700,9692800,42313500,2567300,2995100,113658000,812800,110827000,3092200,2730500,87778900,8812500,758800,3725000,8800400,17262800,3306000,2896500,2398900,2265200,3120500,22534933,889000,5724000,2064800,5133900,21188400,5312600,4135200,3020100,2704800,4634839,9075900,1175500,2271400,2478100,663700,1387700,2646500,3869200,406000,2431700,10851901,37584300,15905000,1801300,12334350,4424700,3485800,8806100,40162000,9280200,7282000,4662800,2763949,5331148,1452200,15754500,2376000,12858700,14821900,2037600,11592200,1854200,2179400,868200,2866300,24194000,2919000,1877500,2985800,7048200,15349900,428100,2297038,8012100,3110700,5292086,11138300,25901700,24729100,5195200,4662500,584104000,4355400,762800,6686500,1861500,362136000,1454604,18823100,3476100,6783800,15740014,8983400,1453600,6336600,6050300,2062000,7560300,1171400,415300,1031700,7483713,11421300,8638700,1525200,6614300,2192300,1052200,521800,944000,48245236,6034400,914300,1779700,104943000,1433700,3915100,6932300,2102400,5412600,2590600,1323500,1133000,10636100,1639700,21649000,17734500,2354900,7373300,2269600
2018-07-18,65573600,5521900,,10650600,2206500,2637000,2561000,15309300,40881500,2215800,2046400,97238000,732100,80834000,5923800,3090100,59109200,6645000,487600,10469600,6430900,16321200,4394800,2156200,4563200,5413500,3713500,17256164,1029200,5667700,1869500,2908100,20364000,5129500,6061300,1979100,2397700,3597192,6414100,1154800,3103400,2486800,770200,1090800,2902200,3280200,350600,1944300,6860967,36420000,19202600,1888800,8562449,5186600,4526400,9180900,38948000,6149900,6856800,3787800,3369476,7254324,1647000,14649000,1896000,7152000,14244900,1753300,7351600,1641300,3021400,860400,2922700,32971000,3595400,3824000,2220400,7347000,15334900,370800,2326220,5066200,5089500,6645578,18407300,29493900,33729700,4843600,4088500,217463000,6101600,921200,7702000,2634400,277640000,1798054,19234700,3827000,5379000,20803430,9105100,1604600,4784200,6453600,2561700,6795100,2557100,456700,657200,5969237,13549500,7565100,1725300,6493200,3163800,1501900,736200,933000,59012004,5564200,827600,1916800,84363000,1594300,5491900,3359800,2798600,7008600,3100500,1513000,1138500,11734900,1199400,19913900,15136500,2434400,8711900,1699800
2018-07-19,81147200,19747200,,6761100,2055100,1980200,2055100,11481100,41267800,2539200,1505900,93538000,1429800,63247000,7171100,2711700,59260600,8677500,684100,4670800,2756800,14833900,3576700,2178700,3811300,3488700,4346100,44416329,1290600,5959200,2790800,3590600,24498800,9621100,4471400,6345200,2303400,6697049,17796800,1273100,3009000,1645500,1149000,947600,2490500,2889300,376900,2152600,8549536,40308800,38238700,1549800,15641895,6488400,4363800,6778700,38338000,4638500,6387800,3691100,3349218,15329967,1595600,15954600,3066900,5984600,16775300,1314700,10097500,1553400,3171000,759900,2742300,20152000,2264600,4869700,2272200,6273300,11350400,444700,3129214,9201100,3148700,7631641,11363600,40171600,39392100,6447200,4391500,168787000,4875100,856300,4766000,3770700,235752000,1965444,16656500,3495500,9241300,16596811,8010600,1298000,3099100,17196100,2333100,8150200,1283300,667000,868400,4090245,11415600,6194400,1721400,7049000,4496700,1726300,813600,1023400,68428822,5905200,2246800,2738600,88729500,1391500,5013900,2307600,2457900,7937000,2564300,715700,1080500,9524200,1405700,22219400,14649300,2924200,8659100,1405800
2018-07-20,82704800,11791900,,5763700,1110200,2221800,2440900,7792500,42879800,2252200,1786500,77688000,2490300,62893000,3325500,1816700,80432700,8982500,812400,4073900,5145300,12017500,5247000,3099800,3348900,3196800,3264300,26223659,979400,5617200,1793900,2462200,20732100,6331200,5394700,4128300,2832100,4199318,11787900,1494300,3013500,2153700,1027800,863900,2232900,1540000,361000,2211800,7581035,41531200,20405000,1705400,35732423,5656000,3427400,10949600,37938000,2683500,10584000,3564100,7139242,6709672,1840100,17380500,6758700,5835500,13578100,1105600,8588400,1326500,3829800,1563900,5424700,17208000,2801000,2695500,2762200,6759200,16163900,387700,2781178,6533900,4231700,7204686,8910000,56004000,32588100,4944800,3575100,150967000,5246400,678000,7197000,3219800,222352000,1642325,17232900,2934400,27559700,15532798,8234700,998500,3159600,11313100,2334800,10859700,1001900,965100,1034000,5109906,11024100,8035500,1792800,7510300,4342400,1383100,882000,889500,48517053,5287400,2455100,2102600,77433000,2202200,4358000,1959600,1776000,7153600,2291700,797300,1606400,12026500,2424400,17250400,14445300,4038900,9196300,1977600
2018-07-23,63957600,6316800,,4790900,1783300,1935700,2754800,7364300,44940800,1767000,1457900,77770000,1166500,82211000,2617900,1943700,74080200,8250000,646700,3587600,5941400,15764000,3542300,2227200,2433500,1676900,5332400,23832619,1314700,7936900,1394300,2538100,15656500,5456900,5359400,2911300,2789900,3941232,5447800,1115500,2844900,2226900,877800,1012400,2832100,1746300,505700,3315900,5937750,34942000,21358500,1207100,18849031,5119800,2988000,7687700,65446000,2788500,31042400,2264300,4837132,4077203,2191900,15945500,2859600,4631100,18140000,852900,9055700,1745200,3145300,1585300,3626200,22954000,2717900,2754300,2219000,6279600,16732000,348600,3909844,4729000,3605800,7266413,7728900,29707000,42781500,6605600,4837000,115052000,4198200,787600,8187500,3013900,301584000,1811882,17990200,3328200,7769300,20853074,5881600,1535400,2402800,6369900,1568000,8011800,1088900,1106500,1427100,6132904,8406800,3954500,2668800,8542800,2342800,1138800,790500,950000,49376329,4408200,2510000,2462100,164893500,1122200,3052800,1479600,1871000,7723600,2542400,963900,1388700,11703200,3333300,24584100,12450000,2481700,8425900,3026900
2018-07-24,74791600,7965000,,6545400,2545500,2433300,4202000,10903300,58201500,2440400,3230400,85574000,1932600,81158000,3155100,3182000,64761500,8450000,688300,3346600,9193600,21883800,5064700,4123600,4035200,1511500,5407100,23255265,1403300,4709100,1453900,4052300,17493900,6764600,4423500,3273400,5146300,3745411,5648800,1644000,4065500,3880200,899900,1468400,3076300,2850900,746900,3754400,7242452,47303000,28247000,1928200,11824171,8686500,4801600,10760100,107600000,2887400,24846300,5058100,4225848,4070614,3911300,17788700,2788800,7158800,14000400,1688400,13786100,1685100,9910000,3253400,3017400,23002000,3509100,3388400,2899800,8714500,28468700,488200,9791054,7627400,4223600,9931058,7254900,26316600,39011500,9324000,5220300,128515000,6054000,1926500,13719000,4795600,354620000,1639951,19885500,7053100,5095100,17804800,8297100,1283800,3221800,6034100,2163000,6637600,1205100,846700,1890800,12897913,9921500,5280500,4554000,8872000,4285800,2066200,1159100,1287000,67484015,4872000,2333000,2519700,143862000,2068200,4286700,2476500,2646000,8336700,3347500,1172900,1705000,23265200,3362400,27245000,16768500,4474400,11121000,2952500
2018-07-25,66839600,7494300,,5863900,2285200,2270300,2581500,9276400,82604900,2009300,1572200,74764000,1348100,92271000,2549400,7378100,57644100,8470000,492800,3743100,11988600,14232700,5041800,2160800,3075600,2717600,3334800,23533539,1657000,5148300,1560200,4056900,20658300,4586500,4278800,2272600,4371300,3556584,6756800,1145500,2582100,2944900,1238600,2443000,2767300,2602300,398600,3136500,7458079,92497700,35148000,1885300,11132811,7968400,3375900,42672300,51104000,2181500,22149400,4382700,4361898,3797921,2197600,19854800,2596500,6523000,13329100,1563700,21330600,1562100,8476800,2104600,4288700,22323000,4967900,4193400,5637600,9949500,58954200,953300,4000859,8150900,5236300,11023598,7483100,30702100,39749200,10608800,4076800,84678000,5542400,4482900,17960500,3102600,319112000,1722408,16354900,4610200,4762300,17171030,6208400,1340200,3879800,6212500,1671100,13143100,1137600,672700,3142900,8814978,11368000,5445100,2673600,7586700,3674500,1630400,1020400,2778600,127781491,5311000,2296700,2194900,106131000,1682400,8218400,3016900,6725700,8376000,3309900,2339000,1524500,15702800,1620900,15531100,17427300,3952900,9523600,2496200
